"Longitude","Latitude","Timeslice","Biome_pollen","Biome_ensemble_simulation"
108.75,24.1223487854004,3.5,"3","2"
112.5,24.1223487854004,3.5,"2","2"
116.25,24.1223487854004,3.5,"1","2"
120,24.1223487854004,3.5,"2","2"
-82.5,24.1223487854004,3.5,"2","1"
-78.75,24.1223487854004,3.5,"6","7"
18.75,20.4112377166748,3.5,"6","7"
60,20.4112377166748,3.5,"6","6"
108.75,20.4112377166748,3.5,"2","2"
112.5,20.4112377166748,3.5,"2","2"
-101.25,20.4112377166748,3.5,"2","6"
-90,20.4112377166748,3.5,"1","1"
-86.25,20.4112377166748,3.5,"1","1"
-78.75,20.4112377166748,3.5,"2","7"
-71.25,20.4112377166748,3.5,"1","6"
108.75,16.7001171112061,3.5,"1","1"
-93.75,16.7001171112061,3.5,"1","1"
-90,16.7001171112061,3.5,"1","1"
-18.75,16.7001171112061,3.5,"1","1"
-15,16.7001171112061,3.5,"1","7"
0,12.9889888763428,3.5,"5","5"
11.25,12.9889888763428,3.5,"5","7"
11.25,9.27785301208496,3.5,"5","3"
37.5,9.27785301208496,3.5,"6","6"
-82.5,9.27785301208496,3.5,"1","6"
-71.25,9.27785301208496,3.5,"1","1"
-67.5,9.27785301208496,3.5,"5","1"
-63.75,9.27785301208496,3.5,"1","6"
7.5,5.56671380996704,3.5,"1","1"
11.25,5.56671380996704,3.5,"1","1"
15,5.56671380996704,3.5,"1","1"
-75,5.56671380996704,3.5,"1","1"
-71.25,5.56671380996704,3.5,"1","1"
30,1.85557150840759,3.5,"1","1"
33.75,1.85557150840759,3.5,"5","6"
37.5,1.85557150840759,3.5,"2","6"
-78.75,1.85557150840759,3.5,"1","1"
-75,1.85557150840759,3.5,"1","1"
-67.5,1.85557150840759,3.5,"1","1"
15,-1.85557150840759,3.5,"1","1"
30,-1.85557150840759,3.5,"1","1"
37.5,-1.85557150840759,3.5,"5","6"
138.75,-1.85557150840759,3.5,"1","1"
-78.75,-1.85557150840759,3.5,"8","1"
-71.25,-1.85557150840759,3.5,"1","1"
-56.25,-1.85557150840759,3.5,"1","1"
-48.75,-1.85557150840759,3.5,"1","1"
-45,-1.85557150840759,3.5,"1","1"
11.25,-5.56671380996704,3.5,"1","1"
15,-5.56671380996704,3.5,"1","1"
30,-5.56671380996704,3.5,"1","2"
37.5,-5.56671380996704,3.5,"5","1"
138.75,-5.56671380996704,3.5,"1","1"
142.5,-5.56671380996704,3.5,"1","1"
146.25,-5.56671380996704,3.5,"1","1"
-82.5,-5.56671380996704,3.5,"1","1"
-78.75,-5.56671380996704,3.5,"1","1"
-37.5,-5.56671380996704,3.5,"1","1"
30,-9.27785301208496,3.5,"1","2"
33.75,-9.27785301208496,3.5,"1","2"
142.5,-9.27785301208496,3.5,"1","1"
-78.75,-9.27785301208496,3.5,"1","7"
-75,-9.27785301208496,3.5,"1","1"
146.25,-12.9889888763428,3.5,"1","1"
-75,-12.9889888763428,3.5,"1","1"
-71.25,-12.9889888763428,3.5,"1","2"
-67.5,-12.9889888763428,3.5,"1","1"
-63.75,-12.9889888763428,3.5,"1","1"
-60,-12.9889888763428,3.5,"1","1"
45,-16.7001171112061,3.5,"5","1"
127.5,-16.7001171112061,3.5,"1","6"
-71.25,-16.7001171112061,3.5,"1","2"
-67.5,-16.7001171112061,3.5,"6","3"
-45,-16.7001171112061,3.5,"1","2"
-41.25,-16.7001171112061,3.5,"1","2"
18.75,-20.4112377166748,3.5,"6","6"
48.75,-20.4112377166748,3.5,"1","1"
-45,-20.4112377166748,3.5,"1","2"
-41.25,-20.4112377166748,3.5,"5","1"
30,-24.1223487854004,3.5,"6","2"
45,-24.1223487854004,3.5,"5","1"
-67.5,-24.1223487854004,3.5,"6","7"
-48.75,-24.1223487854004,3.5,"5","2"
-45,-24.1223487854004,3.5,"1","2"
22.5,-27.8334445953369,3.5,"5","7"
33.75,-27.8334445953369,3.5,"5","2"
153.75,-27.8334445953369,3.5,"2","6"
-48.75,-27.8334445953369,3.5,"1","2"
-45,-27.8334445953369,3.5,"1","2"
18.75,-31.5445232391357,3.5,"6","7"
138.75,-31.5445232391357,3.5,"7","6"
150,-31.5445232391357,3.5,"2","6"
-67.5,-31.5445232391357,3.5,"6","6"
22.5,-35.2555809020996,3.5,"5","7"
142.5,-35.2555809020996,3.5,"2","6"
150,-35.2555809020996,3.5,"2","6"
176.25,-35.2555809020996,3.5,"2","3"
-71.25,-35.2555809020996,3.5,"3","6"
142.5,-38.966609954834,3.5,"2","3"
146.25,-38.966609954834,3.5,"3","3"
150,-38.966609954834,3.5,"3","3"
-71.25,-38.966609954834,3.5,"3","3"
146.25,-42.677604675293,3.5,"3","3"
172.5,-42.677604675293,3.5,"2","3"
-71.25,-42.677604675293,3.5,"3","3"
168.75,-46.388557434082,3.5,"3","3"
-71.25,-46.388557434082,3.5,"8","4"
-75,-50.0994529724121,3.5,"3","4"
-71.25,-50.0994529724121,3.5,"6","4"
-56.25,-50.0994529724121,3.5,"6","4"
-71.25,-53.8102722167969,3.5,"8","4"
-67.5,-53.8102722167969,3.5,"6","4"
11.25,79.7770462036133,4,"8","8"
18.75,79.7770462036133,4,"8","8"
22.5,79.7770462036133,4,"6","8"
26.25,72.3615798950195,4,"8","8"
30,72.3615798950195,4,"8","4"
97.5,72.3615798950195,4,"4","8"
101.25,72.3615798950195,4,"4","8"
123.75,72.3615798950195,4,"8","8"
127.5,72.3615798950195,4,"4","8"
131.25,72.3615798950195,4,"8","8"
135,72.3615798950195,4,"4","8"
157.5,72.3615798950195,4,"8","8"
-123.75,72.3615798950195,4,"8","8"
-120,72.3615798950195,4,"8","8"
-97.5,72.3615798950195,4,"8","8"
-93.75,72.3615798950195,4,"8","8"
15,68.6520156860352,4,"4","4"
18.75,68.6520156860352,4,"4","4"
22.5,68.6520156860352,4,"4","4"
26.25,68.6520156860352,4,"4","4"
30,68.6520156860352,4,"4","4"
33.75,68.6520156860352,4,"4","4"
37.5,68.6520156860352,4,"3","4"
63.75,68.6520156860352,4,"3","8"
67.5,68.6520156860352,4,"4","8"
86.25,68.6520156860352,4,"4","8"
165,68.6520156860352,4,"8","8"
168.75,68.6520156860352,4,"4","8"
172.5,68.6520156860352,4,"8","8"
-161.25,68.6520156860352,4,"4","8"
-157.5,68.6520156860352,4,"4","8"
-153.75,68.6520156860352,4,"4","8"
-150,68.6520156860352,4,"4","8"
-146.25,68.6520156860352,4,"4","8"
-142.5,68.6520156860352,4,"4","8"
-138.75,68.6520156860352,4,"4","8"
-135,68.6520156860352,4,"4","4"
-131.25,68.6520156860352,4,"4","4"
-116.25,68.6520156860352,4,"4","4"
7.5,64.9419479370117,4,"3","4"
11.25,64.9419479370117,4,"8","4"
15,64.9419479370117,4,"4","4"
18.75,64.9419479370117,4,"4","4"
26.25,64.9419479370117,4,"4","4"
30,64.9419479370117,4,"4","4"
33.75,64.9419479370117,4,"3","4"
37.5,64.9419479370117,4,"3","4"
48.75,64.9419479370117,4,"4","4"
120,64.9419479370117,4,"4","3"
123.75,64.9419479370117,4,"4","4"
127.5,64.9419479370117,4,"4","8"
142.5,64.9419479370117,4,"8","8"
146.25,64.9419479370117,4,"4","8"
176.25,64.9419479370117,4,"4","8"
-172.5,64.9419479370117,4,"8","8"
-161.25,64.9419479370117,4,"4","8"
-157.5,64.9419479370117,4,"4","8"
-150,64.9419479370117,4,"4","8"
-146.25,64.9419479370117,4,"4","8"
-142.5,64.9419479370117,4,"4","8"
-138.75,64.9419479370117,4,"4","8"
-135,64.9419479370117,4,"4","8"
-127.5,64.9419479370117,4,"4","4"
-112.5,64.9419479370117,4,"4","4"
-108.75,64.9419479370117,4,"4","4"
-105,64.9419479370117,4,"4","4"
-67.5,64.9419479370117,4,"4","4"
-63.75,64.9419479370117,4,"4","4"
-60,64.9419479370117,4,"8","4"
7.5,61.231575012207,4,"3","4"
11.25,61.231575012207,4,"3","4"
15,61.231575012207,4,"3","4"
18.75,61.231575012207,4,"3","3"
22.5,61.231575012207,4,"3","4"
26.25,61.231575012207,4,"3","4"
30,61.231575012207,4,"3","4"
33.75,61.231575012207,4,"3","4"
45,61.231575012207,4,"3","4"
56.25,61.231575012207,4,"4","4"
60,61.231575012207,4,"4","4"
67.5,61.231575012207,4,"4","3"
71.25,61.231575012207,4,"4","4"
75,61.231575012207,4,"4","8"
78.75,61.231575012207,4,"4","3"
112.5,61.231575012207,4,"4","4"
131.25,61.231575012207,4,"4","8"
150,61.231575012207,4,"4","8"
153.75,61.231575012207,4,"4","8"
165,61.231575012207,4,"8","8"
-161.25,61.231575012207,4,"4","8"
-157.5,61.231575012207,4,"4","8"
-153.75,61.231575012207,4,"4","8"
-150,61.231575012207,4,"4","8"
-146.25,61.231575012207,4,"4","8"
-142.5,61.231575012207,4,"4","8"
-138.75,61.231575012207,4,"4","8"
-135,61.231575012207,4,"4","8"
-127.5,61.231575012207,4,"4","8"
-123.75,61.231575012207,4,"4","4"
-112.5,61.231575012207,4,"4","4"
-101.25,61.231575012207,4,"4","4"
-97.5,61.231575012207,4,"4","4"
-71.25,61.231575012207,4,"4","8"
3.75,57.5209922790527,4,"3","6"
7.5,57.5209922790527,4,"3","6"
11.25,57.5209922790527,4,"3","4"
15,57.5209922790527,4,"3","4"
22.5,57.5209922790527,4,"3","4"
26.25,57.5209922790527,4,"3","3"
30,57.5209922790527,4,"3","3"
33.75,57.5209922790527,4,"3","3"
37.5,57.5209922790527,4,"3","4"
41.25,57.5209922790527,4,"3","4"
56.25,57.5209922790527,4,"3","4"
60,57.5209922790527,4,"4","4"
67.5,57.5209922790527,4,"8","4"
78.75,57.5209922790527,4,"3","6"
82.5,57.5209922790527,4,"4","3"
86.25,57.5209922790527,4,"8","3"
90,57.5209922790527,4,"4","6"
108.75,57.5209922790527,4,"4","3"
123.75,57.5209922790527,4,"4","8"
161.25,57.5209922790527,4,"3","8"
-168.75,57.5209922790527,4,"8","8"
-135,57.5209922790527,4,"4","6"
-131.25,57.5209922790527,4,"4","8"
-123.75,57.5209922790527,4,"4","4"
-120,57.5209922790527,4,"4","4"
-112.5,57.5209922790527,4,"4","3"
-101.25,57.5209922790527,4,"4","4"
-93.75,57.5209922790527,4,"4","4"
-75,57.5209922790527,4,"4","4"
-71.25,57.5209922790527,4,"4","4"
-63.75,57.5209922790527,4,"4","4"
-7.5,57.5209922790527,4,"3","3"
-3.75,57.5209922790527,4,"3","3"
0,53.8102722167969,4,"3","3"
3.75,53.8102722167969,4,"3","7"
7.5,53.8102722167969,4,"3","3"
11.25,53.8102722167969,4,"3","3"
15,53.8102722167969,4,"3","3"
18.75,53.8102722167969,4,"3","3"
22.5,53.8102722167969,4,"3","3"
26.25,53.8102722167969,4,"3","3"
37.5,53.8102722167969,4,"3","3"
41.25,53.8102722167969,4,"3","3"
52.5,53.8102722167969,4,"3","3"
60,53.8102722167969,4,"3","3"
63.75,53.8102722167969,4,"3","3"
71.25,53.8102722167969,4,"3","3"
78.75,53.8102722167969,4,"3","3"
82.5,53.8102722167969,4,"3","3"
105,53.8102722167969,4,"4","3"
108.75,53.8102722167969,4,"4","8"
135,53.8102722167969,4,"3","8"
138.75,53.8102722167969,4,"4","6"
-131.25,53.8102722167969,4,"4","4"
-120,53.8102722167969,4,"4","8"
-116.25,53.8102722167969,4,"4","4"
-112.5,53.8102722167969,4,"4","4"
-105,53.8102722167969,4,"4","3"
-101.25,53.8102722167969,4,"4","3"
-97.5,53.8102722167969,4,"3","3"
-90,53.8102722167969,4,"4","4"
-86.25,53.8102722167969,4,"4","4"
-82.5,53.8102722167969,4,"4","4"
-75,53.8102722167969,4,"4","4"
-71.25,53.8102722167969,4,"4","4"
-67.5,53.8102722167969,4,"4","4"
-63.75,53.8102722167969,4,"4","4"
-60,53.8102722167969,4,"4","4"
-56.25,53.8102722167969,4,"4","8"
-11.25,53.8102722167969,4,"3","3"
-7.5,53.8102722167969,4,"3","3"
-3.75,53.8102722167969,4,"3","3"
0,50.0994529724121,4,"3","3"
3.75,50.0994529724121,4,"3","3"
7.5,50.0994529724121,4,"3","3"
11.25,50.0994529724121,4,"3","4"
15,50.0994529724121,4,"3","3"
18.75,50.0994529724121,4,"3","3"
22.5,50.0994529724121,4,"3","3"
26.25,50.0994529724121,4,"3","3"
60,50.0994529724121,4,"4","3"
75,50.0994529724121,4,"3","3"
78.75,50.0994529724121,4,"8","3"
86.25,50.0994529724121,4,"4","8"
90,50.0994529724121,4,"4","6"
101.25,50.0994529724121,4,"4","6"
105,50.0994529724121,4,"4","3"
116.25,50.0994529724121,4,"8","4"
120,50.0994529724121,4,"6","4"
131.25,50.0994529724121,4,"3","4"
135,50.0994529724121,4,"3","4"
138.75,50.0994529724121,4,"3","4"
142.5,50.0994529724121,4,"3","6"
153.75,50.0994529724121,4,"8","8"
-127.5,50.0994529724121,4,"4","4"
-123.75,50.0994529724121,4,"4","4"
-120,50.0994529724121,4,"4","4"
-116.25,50.0994529724121,4,"4","4"
-112.5,50.0994529724121,4,"4","4"
-108.75,50.0994529724121,4,"4","3"
-105,50.0994529724121,4,"3","3"
-101.25,50.0994529724121,4,"3","3"
-97.5,50.0994529724121,4,"3","3"
-93.75,50.0994529724121,4,"4","3"
-90,50.0994529724121,4,"4","3"
-86.25,50.0994529724121,4,"4","3"
-82.5,50.0994529724121,4,"4","3"
-75,50.0994529724121,4,"3","4"
-71.25,50.0994529724121,4,"3","4"
-67.5,50.0994529724121,4,"3","4"
-60,50.0994529724121,4,"4","3"
-56.25,50.0994529724121,4,"3","4"
-3.75,50.0994529724121,4,"3","3"
0,46.388557434082,4,"3","3"
3.75,46.388557434082,4,"3","3"
7.5,46.388557434082,4,"3","3"
11.25,46.388557434082,4,"3","3"
15,46.388557434082,4,"3","3"
18.75,46.388557434082,4,"3","3"
22.5,46.388557434082,4,"3","6"
26.25,46.388557434082,4,"3","6"
33.75,46.388557434082,4,"8","6"
82.5,46.388557434082,4,"6","7"
86.25,46.388557434082,4,"7","3"
90,46.388557434082,4,"6","3"
97.5,46.388557434082,4,"4","8"
101.25,46.388557434082,4,"6","6"
123.75,46.388557434082,4,"3","3"
127.5,46.388557434082,4,"3","3"
131.25,46.388557434082,4,"3","3"
135,46.388557434082,4,"3","4"
138.75,46.388557434082,4,"3","3"
-123.75,46.388557434082,4,"4","4"
-120,46.388557434082,4,"4","4"
-116.25,46.388557434082,4,"4","4"
-112.5,46.388557434082,4,"4","4"
-108.75,46.388557434082,4,"4","3"
-101.25,46.388557434082,4,"3","3"
-97.5,46.388557434082,4,"3","3"
-93.75,46.388557434082,4,"3","3"
-90,46.388557434082,4,"3","3"
-86.25,46.388557434082,4,"3","3"
-82.5,46.388557434082,4,"3","3"
-78.75,46.388557434082,4,"3","3"
-75,46.388557434082,4,"3","3"
-71.25,46.388557434082,4,"3","3"
-67.5,46.388557434082,4,"3","3"
-63.75,46.388557434082,4,"3","3"
-60,46.388557434082,4,"4","3"
-52.5,46.388557434082,4,"4","3"
-3.75,46.388557434082,4,"3","3"
0,42.677604675293,4,"3","6"
3.75,42.677604675293,4,"3","6"
7.5,42.677604675293,4,"3","6"
11.25,42.677604675293,4,"3","6"
15,42.677604675293,4,"3","3"
18.75,42.677604675293,4,"3","6"
22.5,42.677604675293,4,"3","6"
26.25,42.677604675293,4,"3","6"
30,42.677604675293,4,"3","6"
37.5,42.677604675293,4,"3","3"
41.25,42.677604675293,4,"3","6"
48.75,42.677604675293,4,"6","6"
52.5,42.677604675293,4,"7","2"
71.25,42.677604675293,4,"6","6"
78.75,42.677604675293,4,"6","6"
82.5,42.677604675293,4,"6","7"
86.25,42.677604675293,4,"7","7"
90,42.677604675293,4,"7","7"
93.75,42.677604675293,4,"6","8"
101.25,42.677604675293,4,"7","6"
105,42.677604675293,4,"6","6"
112.5,42.677604675293,4,"3","3"
116.25,42.677604675293,4,"3","3"
120,42.677604675293,4,"3","3"
123.75,42.677604675293,4,"6","3"
127.5,42.677604675293,4,"3","3"
131.25,42.677604675293,4,"3","3"
135,42.677604675293,4,"3","2"
146.25,42.677604675293,4,"3","2"
-123.75,42.677604675293,4,"3","6"
-120,42.677604675293,4,"8","6"
-116.25,42.677604675293,4,"3","3"
-112.5,42.677604675293,4,"4","6"
-108.75,42.677604675293,4,"4","6"
-105,42.677604675293,4,"4","7"
-101.25,42.677604675293,4,"3","6"
-93.75,42.677604675293,4,"3","3"
-90,42.677604675293,4,"3","3"
-86.25,42.677604675293,4,"3","3"
-82.5,42.677604675293,4,"3","3"
-78.75,42.677604675293,4,"3","3"
-75,42.677604675293,4,"3","3"
-71.25,42.677604675293,4,"3","3"
-67.5,42.677604675293,4,"3","3"
-63.75,42.677604675293,4,"3","3"
-7.5,42.677604675293,4,"3","6"
-3.75,42.677604675293,4,"3","6"
0,38.966609954834,4,"3","6"
3.75,38.966609954834,4,"3","6"
7.5,38.966609954834,4,"3","6"
11.25,38.966609954834,4,"3","3"
15,38.966609954834,4,"3","7"
18.75,38.966609954834,4,"3","3"
22.5,38.966609954834,4,"3","6"
26.25,38.966609954834,4,"3","6"
30,38.966609954834,4,"3","6"
33.75,38.966609954834,4,"3","6"
37.5,38.966609954834,4,"3","6"
45,38.966609954834,4,"6","6"
48.75,38.966609954834,4,"6","6"
52.5,38.966609954834,4,"6","6"
75,38.966609954834,4,"8","6"
78.75,38.966609954834,4,"4","6"
90,38.966609954834,4,"7","6"
97.5,38.966609954834,4,"7","8"
101.25,38.966609954834,4,"3","4"
105,38.966609954834,4,"6","4"
108.75,38.966609954834,4,"3","3"
112.5,38.966609954834,4,"3","3"
116.25,38.966609954834,4,"6","2"
120,38.966609954834,4,"3","7"
123.75,38.966609954834,4,"3","7"
142.5,38.966609954834,4,"3","2"
-123.75,38.966609954834,4,"3","6"
-120,38.966609954834,4,"3","6"
-116.25,38.966609954834,4,"8","6"
-112.5,38.966609954834,4,"3","6"
-108.75,38.966609954834,4,"3","6"
-105,38.966609954834,4,"3","6"
-90,38.966609954834,4,"3","3"
-82.5,38.966609954834,4,"3","3"
-78.75,38.966609954834,4,"3","7"
-75,38.966609954834,4,"3","2"
-7.5,38.966609954834,4,"3","6"
-3.75,38.966609954834,4,"3","6"
7.5,35.2555809020996,4,"3","7"
15,35.2555809020996,4,"6","7"
22.5,35.2555809020996,4,"3","7"
30,35.2555809020996,4,"6","7"
37.5,35.2555809020996,4,"3","6"
45,35.2555809020996,4,"3","7"
52.5,35.2555809020996,4,"3","7"
78.75,35.2555809020996,4,"6","6"
82.5,35.2555809020996,4,"6","6"
86.25,35.2555809020996,4,"7","6"
90,35.2555809020996,4,"6","8"
97.5,35.2555809020996,4,"6","8"
101.25,35.2555809020996,4,"6","4"
105,35.2555809020996,4,"3","4"
108.75,35.2555809020996,4,"4","3"
112.5,35.2555809020996,4,"8","2"
116.25,35.2555809020996,4,"8","3"
123.75,35.2555809020996,4,"3","2"
131.25,35.2555809020996,4,"3","3"
135,35.2555809020996,4,"3","2"
-120,35.2555809020996,4,"6","6"
-116.25,35.2555809020996,4,"4","6"
-112.5,35.2555809020996,4,"3","6"
-105,35.2555809020996,4,"3","6"
-97.5,35.2555809020996,4,"3","6"
-90,35.2555809020996,4,"2","2"
-86.25,35.2555809020996,4,"2","2"
-82.5,35.2555809020996,4,"3","6"
-78.75,35.2555809020996,4,"3","2"
-75,35.2555809020996,4,"2","2"
-3.75,35.2555809020996,4,"3","7"
30,31.5445232391357,4,"5","7"
33.75,31.5445232391357,4,"3","6"
37.5,31.5445232391357,4,"3","7"
78.75,31.5445232391357,4,"6","6"
82.5,31.5445232391357,4,"6","6"
86.25,31.5445232391357,4,"8","8"
90,31.5445232391357,4,"8","8"
93.75,31.5445232391357,4,"8","8"
97.5,31.5445232391357,4,"3","8"
101.25,31.5445232391357,4,"3","4"
108.75,31.5445232391357,4,"3","2"
112.5,31.5445232391357,4,"3","2"
116.25,31.5445232391357,4,"3","3"
120,31.5445232391357,4,"3","2"
123.75,31.5445232391357,4,"3","2"
-116.25,31.5445232391357,4,"6","6"
-108.75,31.5445232391357,4,"6","6"
-101.25,31.5445232391357,4,"8","6"
-97.5,31.5445232391357,4,"3","2"
-93.75,31.5445232391357,4,"2","2"
-90,31.5445232391357,4,"3","2"
-86.25,31.5445232391357,4,"2","2"
-82.5,31.5445232391357,4,"2","2"
-78.75,31.5445232391357,4,"2","6"
-3.75,31.5445232391357,4,"3","7"
52.5,27.8334445953369,4,"3","7"
90,27.8334445953369,4,"8","4"
101.25,27.8334445953369,4,"3","3"
105,27.8334445953369,4,"3","3"
108.75,27.8334445953369,4,"2","2"
120,27.8334445953369,4,"1","2"
127.5,27.8334445953369,4,"3","1"
-97.5,27.8334445953369,4,"6","2"
-82.5,27.8334445953369,4,"2","2"
-15,27.8334445953369,4,"3","7"
97.5,24.1223487854004,4,"3","3"
101.25,24.1223487854004,4,"3","3"
108.75,24.1223487854004,4,"3","2"
112.5,24.1223487854004,4,"2","2"
116.25,24.1223487854004,4,"2","2"
120,24.1223487854004,4,"3","2"
-82.5,24.1223487854004,4,"2","1"
-78.75,24.1223487854004,4,"6","7"
18.75,20.4112377166748,4,"6","7"
60,20.4112377166748,4,"6","6"
101.25,20.4112377166748,4,"2","6"
108.75,20.4112377166748,4,"1","2"
112.5,20.4112377166748,4,"1","2"
-101.25,20.4112377166748,4,"3","6"
-97.5,20.4112377166748,4,"2","5"
-90,20.4112377166748,4,"1","1"
-86.25,20.4112377166748,4,"1","1"
-78.75,20.4112377166748,4,"6","7"
-71.25,20.4112377166748,4,"1","7"
48.75,16.7001171112061,4,"5","6"
108.75,16.7001171112061,4,"3","1"
-93.75,16.7001171112061,4,"1","1"
-90,16.7001171112061,4,"1","1"
-18.75,16.7001171112061,4,"5","1"
-15,16.7001171112061,4,"1","7"
0,12.9889888763428,4,"5","7"
11.25,12.9889888763428,4,"5","6"
11.25,9.27785301208496,4,"5","7"
37.5,9.27785301208496,4,"5","6"
-82.5,9.27785301208496,4,"1","1"
-75,9.27785301208496,4,"1","1"
-71.25,9.27785301208496,4,"1","1"
-63.75,9.27785301208496,4,"1","5"
11.25,5.56671380996704,4,"1","1"
15,5.56671380996704,4,"1","1"
112.5,5.56671380996704,4,"1","1"
-75,5.56671380996704,4,"1","1"
-71.25,5.56671380996704,4,"5","1"
30,1.85557150840759,4,"1","1"
33.75,1.85557150840759,4,"5","6"
37.5,1.85557150840759,4,"2","6"
-78.75,1.85557150840759,4,"1","1"
-75,1.85557150840759,4,"5","1"
-67.5,1.85557150840759,4,"1","1"
15,-1.85557150840759,4,"1","1"
30,-1.85557150840759,4,"1","1"
37.5,-1.85557150840759,4,"5","6"
-78.75,-1.85557150840759,4,"1","1"
-71.25,-1.85557150840759,4,"1","1"
-56.25,-1.85557150840759,4,"1","1"
-48.75,-1.85557150840759,4,"1","1"
-41.25,-1.85557150840759,4,"1","1"
11.25,-5.56671380996704,4,"1","1"
15,-5.56671380996704,4,"1","1"
37.5,-5.56671380996704,4,"5","2"
138.75,-5.56671380996704,4,"1","1"
142.5,-5.56671380996704,4,"1","1"
146.25,-5.56671380996704,4,"1","1"
-82.5,-5.56671380996704,4,"1","1"
-78.75,-5.56671380996704,4,"1","1"
-37.5,-5.56671380996704,4,"1","1"
30,-9.27785301208496,4,"5","2"
33.75,-9.27785301208496,4,"5","2"
142.5,-9.27785301208496,4,"1","1"
-75,-9.27785301208496,4,"1","1"
-75,-12.9889888763428,4,"1","1"
-67.5,-12.9889888763428,4,"1","1"
-63.75,-12.9889888763428,4,"1","1"
-60,-12.9889888763428,4,"1","1"
127.5,-16.7001171112061,4,"1","6"
-71.25,-16.7001171112061,4,"5","5"
-67.5,-16.7001171112061,4,"6","3"
-56.25,-16.7001171112061,4,"1","1"
-41.25,-16.7001171112061,4,"1","2"
48.75,-20.4112377166748,4,"5","1"
-67.5,-20.4112377166748,4,"7","6"
-45,-20.4112377166748,4,"1","2"
-41.25,-20.4112377166748,4,"1","1"
26.25,-24.1223487854004,4,"5","2"
30,-24.1223487854004,4,"5","2"
45,-24.1223487854004,4,"5","1"
-67.5,-24.1223487854004,4,"6","7"
-48.75,-24.1223487854004,4,"5","2"
-45,-24.1223487854004,4,"1","2"
22.5,-27.8334445953369,4,"5","7"
26.25,-27.8334445953369,4,"6","6"
33.75,-27.8334445953369,4,"5","2"
153.75,-27.8334445953369,4,"2","6"
-48.75,-27.8334445953369,4,"1","2"
18.75,-31.5445232391357,4,"6","7"
26.25,-31.5445232391357,4,"6","7"
127.5,-31.5445232391357,4,"2","7"
138.75,-31.5445232391357,4,"7","6"
-67.5,-31.5445232391357,4,"6","6"
18.75,-35.2555809020996,4,"6","6"
22.5,-35.2555809020996,4,"6","6"
142.5,-35.2555809020996,4,"5","6"
150,-35.2555809020996,4,"3","6"
-71.25,-35.2555809020996,4,"6","6"
142.5,-38.966609954834,4,"2","3"
146.25,-38.966609954834,4,"2","3"
150,-38.966609954834,4,"3","3"
-71.25,-38.966609954834,4,"3","3"
146.25,-42.677604675293,4,"3","3"
172.5,-42.677604675293,4,"2","3"
-71.25,-42.677604675293,4,"3","3"
168.75,-46.388557434082,4,"3","3"
-71.25,-46.388557434082,4,"8","4"
-71.25,-50.0994529724121,4,"4","4"
-56.25,-50.0994529724121,4,"6","7"
-71.25,-53.8102722167969,4,"6","4"
-67.5,-53.8102722167969,4,"3","4"
11.25,79.7770462036133,4.5,"8","8"
18.75,79.7770462036133,4.5,"8","8"
22.5,79.7770462036133,4.5,"8","8"
97.5,76.0702438354492,4.5,"8","8"
26.25,72.3615798950195,4.5,"8","6"
30,72.3615798950195,4.5,"4","4"
101.25,72.3615798950195,4.5,"4","8"
123.75,72.3615798950195,4.5,"4","8"
127.5,72.3615798950195,4.5,"4","8"
131.25,72.3615798950195,4.5,"8","8"
135,72.3615798950195,4.5,"8","8"
157.5,72.3615798950195,4.5,"8","8"
180,72.3615798950195,4.5,"8","8"
-123.75,72.3615798950195,4.5,"4","8"
-120,72.3615798950195,4.5,"8","8"
-93.75,72.3615798950195,4.5,"8","8"
15,68.6520156860352,4.5,"4","4"
18.75,68.6520156860352,4.5,"4","4"
22.5,68.6520156860352,4.5,"4","4"
26.25,68.6520156860352,4.5,"4","4"
30,68.6520156860352,4.5,"4","6"
33.75,68.6520156860352,4.5,"4","4"
37.5,68.6520156860352,4.5,"3","4"
48.75,68.6520156860352,4.5,"3","8"
63.75,68.6520156860352,4.5,"4","8"
67.5,68.6520156860352,4.5,"4","4"
86.25,68.6520156860352,4.5,"4","8"
90,68.6520156860352,4.5,"4","8"
138.75,68.6520156860352,4.5,"4","8"
168.75,68.6520156860352,4.5,"4","8"
-161.25,68.6520156860352,4.5,"4","8"
-157.5,68.6520156860352,4.5,"4","8"
-153.75,68.6520156860352,4.5,"4","8"
-150,68.6520156860352,4.5,"4","8"
-146.25,68.6520156860352,4.5,"4","8"
-142.5,68.6520156860352,4.5,"4","8"
-138.75,68.6520156860352,4.5,"4","8"
-135,68.6520156860352,4.5,"4","4"
-131.25,68.6520156860352,4.5,"4","4"
-120,68.6520156860352,4.5,"4","4"
-63.75,68.6520156860352,4.5,"8","8"
7.5,64.9419479370117,4.5,"4","4"
11.25,64.9419479370117,4.5,"3","4"
15,64.9419479370117,4.5,"3","4"
18.75,64.9419479370117,4.5,"4","4"
26.25,64.9419479370117,4.5,"4","4"
30,64.9419479370117,4.5,"3","4"
33.75,64.9419479370117,4.5,"4","4"
37.5,64.9419479370117,4.5,"4","4"
48.75,64.9419479370117,4.5,"4","4"
116.25,64.9419479370117,4.5,"4","3"
120,64.9419479370117,4.5,"4","3"
123.75,64.9419479370117,4.5,"4","4"
127.5,64.9419479370117,4.5,"4","8"
135,64.9419479370117,4.5,"4","8"
142.5,64.9419479370117,4.5,"4","8"
